oficina,departamento,horario_atencion,dias_de_apertura,dias_de_cierre,direccion,indicativo,telefono,numero_telefonico_no_1,numero_telefonico_no_2,numero_telefonico_no_3,numero_telefonico_no_4,numero_telefonico_no_5,numero_telefonico_no_6,column14,column15,column16,column17
LIBANO,TOLIMA,DE 8:00 - 11:30 AM Y DE 2:00 P.M. A 4:30 P.M.      DE 8:00 A 2:00 P.M.,MARTES A VIERNES Y SÁBADO,DOMINGO Y LUNES,CALLE 4 NO. 9-77,98,82560027 - 82560099 - 82560088 - 82560202,8256002,,,,,,,,,
SURATA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CARRERA 2 NO.0-30 BARRIO EL PORTAL - SURATA - SANTANDER,97,6169812 - 6169705,6169812,6169705,,,,,,,,
ABEJORRAL,ANTIOQUIA,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CARRERA 50 NO.49-48/50,94,8647522 - 8647885 - 8647690 - 8648948 - 8647649,8647522,8647885,8647690,8648948,8647649,,,,,
SANTA CATALINA,BOLÍVAR,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,PLAZA  PRINCIPAL - SANTA CATALINA - BOLÍVAR,95,6298109,6298109,,,,,,,,,
REPELON,ATLÁNTICO,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 8 NO. 8 - 04,95,8709605 - 8709784 - 8709504,8709605,8709784,8709504,,,,,,,
MISTRATO,RISARALDA,8:00 A.M  - 2:00 PM,MIERCOLES A DOMINGO,LUNES Y MARTES,CRA 6 NO 5 - 74,96,3526158 - 3526333 - 3609312,3526158,3526333,3609312,,,,,,,
LOPEZ DE MICAY,CAUCA,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CRA.2 NO.2-56 CALLE LAS FLORES,92,8405019,8405019,,,,,,,,,
CARTAGENA,BOLÍVAR,7:00 A.M. A 12:30 P.M.. Y DE 2:00 P.M. A 7:00 PM Y SABADO DE 8:30 A.M. A 12M,LUNES A VIERNES Y SABADO,DOMINGO,CALLE DEL ARSENAL - CALLE 24 NO. 8B-165 BARRIO GETSEMANI - OFICINA Y EL CENTRO DE PAGOS Y LA UNIDAD DE DEPÓSITOS JUDICIALES EN LA CALLE LARGA CALLE 25 NO. 8B-162 BARRIO GETSEMANI.,95,6501321 - 6641727 - 6501320 - 6641457 - 6501308,6501321,6641727,6501320,6641457,6501308,,,,,
PACORA,CALDAS,8:00 AM A 2:00 P.M.,MARTES A SABADO,DOMINGO Y LUNES,CALLE 5 NO 3 - 28,96,8670278 - 8670799 - 8679309,8670278,8670799,8679309,,,,,,,
CHIPATA,SANTANDER,08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM,LUNES A VIERNES,SABADO Y DOMINGO,CALLE 3 NO. 5 - 37,97,7565485 - 7565503 - 7565505,7565485,7565503,7565505,,,,,,,
NOCAIMA,CUNDINAMARCA,8:00 A.M  - 2:00 PM,MIERCOLES A DOMINGO,LUNES Y MARTES,CARRERA 6 NO.6-49,91,8451231 - 8451003,8451231,8451003,,,,,,,,
